1473384969699569669	100011309
1346493308	1000499544
1387010761994682371	1000965128928440321
832019161454817280	1000996812
832019161454817280	1001228776032763905
766492578653110272	1001242816176148481
286216838	1001848891401220096
309570860	100199356
1044285651812839424	100331858
506071299	1003662615661436929
1473384969699569669	1003895325025865730
302984766	1004022175
16185879	1004270117298102273
199452338	1004478861676040192
199452338	100454091
19842272	10046442
41186732	1004891731
23197565	100492801
1343565854	1005236666737610759
3722854762	1005899247558856704
17684387	1006135342355959808
795402912151244800	1006181810177544192
302984766	1006250477388873728
578601744	1006272236028915712
266762781	1006978429
1473384969699569669	100708381
1473384969699569669	1007242979344388096
1473384969699569669	1007315094
968008274003005440	1007542589577486336
1432590419301474304	100824350
1079009826833862656	1008620713174028288
2783787047	1008831630021218304
2783787047	1009076054944829440
804582780298412032	1009483531242766336
1473384969699569669	1009648763265339392
966724209773858826	1009892540114403328
947050907321143296	1009900083402461185
2783787047	1010250534350151681
302984766	1010317683068243968
1157517674	1010321477772697601
199452338	1010583751460622337
302984766	1010593116
970867245596528641	1010760022744129538
804582780298412032	1010973361994911744
578601744	1011002026086428673
199452338	1011338982754541569
535794827	1012151705402789893
406382833	1012351320953708545
1240682348120866816	1012396774751907841
2202236205	1012834826896826369
2821965207	1013603429585784832
348764745	1013818464111226880
1079009826833862656	1014096817326379008
1473384969699569669	1014516067870355458
1343565854	101460812
3293092967	1014868411275411457
871676753919578112	1015196564690743296
1227328613877506048	1015288783418388481
3018405203	1015399724776640512
968008274003005440	101582811
87796600	1015912590038294528
804582780298412032	101597075
1387010761994682371	101618342
2189523500	1016208288579387393
536646582	1016827313022033921
2189523500	1017039921255624705
15085192	1017119179449643008
419238022	1017517703014346753
42769304	1017533342546157568
199452338	101790434
48975408	1018032888
1258164366819627008	101815612
1308267623327518725	101816065
578601744	1018294379138699265
120481183	101829762
251622947	1018340810
804582780298412032	1018422037
614600545	1018934596375908352
536646582	1019362687141072896
1269967012471717894	1019565941015875585
18474950	1019974187975430144
505069575	1019996956008046592
2297842659	1020203322
578601744	1020602380096696320
1263391922657337345	1020662868524511233
199452338	1020686023129550849
56154457	1020963265969573888
804782370918461440	102104262
199452338	1021275771153809409
968008274003005440	1021331693771403264
49445627	1021369833127018497
199452338	1022049069907275776
1387010761994682371	102206444
578601744	102207210
199452338	1022083137285840896
1473384969699569669	1022149844
112991903	102243250
348764745	102247168
199452338	1023584425949286403
295032161	1023643742631350272
1045624693	1024200993398054912
1166799265806503936	102466223
29447428	102479353
3103857701	1025020444796231681
1263391922657337345	10252962
302984766	1025399327034929153
199452338	1025700074049994752
272036325	1025965232307560449
199452338	1026375947455483904
1219891500	1026699823892901888
1949420935	1026756113973354496
1473384969699569669	102700680
2402310888	1027098097
75485506	1027153470359568384
1335822241234358274	1027228697315684352
1335822241234358274	1027567260012097537
156688202	1027569806940065793
199452338	102759704
42769304	1027715215402528768
302984766	1027928327259009026
93476670	1028022611324747776
1308267623327518725	1028172969070055424
496190214	1028359451496075265
804582780298412032	1028705358586363904
41186732	1028854804087492613
1473384969699569669	1029000696971124739
614600545	1029041185808109568
895814938995957760	1029062521930637314
2783787047	1029083413
804582780298412032	10292132
1473384969699569669	1029361402652360704
23161445	1029465832781492226
199452338	102955736
578601744	1029598596583378944
3005691210	1029612428026204160
16352975	1029750737604173825
19913106	1030014097
970109612597895168	1030046269
578601744	1030093952
2574271742	1030922803963342849
838381908656603144	1030937854443053056
14355510	1031011984781795328
940778288871542786	1031332700324540417
199452338	1031347404
31565500	1031462358000889856
1513724522792636419	1031625418921730049
2783787047	1031762357951889408
968008274003005440	1031819706607386624
614600545	1031946753510203392
940778288871542786	1031950307092099072
1513724522792636419	1032365862
1387010761994682371	1032371282116063235
989410325022863362	1032523656818294784
135624348	1032711690838859777
1897328731	1032924720050536453
199452338	1032934410
578601744	1032957328096735232
1473384969699569669	1034097009098141696
199452338	1034250341989208064
302984766	1034573791731638274
506071299	1034827102896381954
1573800344	103512187
199452338	103558423
42769304	1036115508
578601744	1036134344
913490287145734144	1036434532591919106
2530758806	103664087
1294199740985376770	1036725216699998209
711351010	1037028403734446080
48074704	1037211302542888961
41186732	1037341536592310272
1473384969699569669	1037365089471549440
559681926	1037770804505636864
3453306553	1038235795
196740371	1038266528
1308267623327518725	1039121
578601744	1039147610815320065
1473384969699569669	1039442629736452096
